Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum,Linkedin
Waverley Capital,https://www.waverleycapital.com/,"535 Ramona Street, Suite #8, Palo Alto, CA 94301",USA,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth",We invest in US-based startups innovating the broader media ecosystem. ,VC,"$500,000","$10,000,000",https://www.linkedin.com/company/waverley-capital/
Blue Wire Capital,https://www.bluewirecapital.com/,"London, GB","Canada,Australia,Denmark,Estonia,Finland,France,Austria,Armenia,Germany,Greece,Iceland,Ireland,Israel,Italy,Norway,Netherlands,Lithuania,USA,Portugal,Poland,Turkey,Russia,Switzerland,Spain,New Zealand,Sweden,UK,Liechtenstein","1. Idea or Patent,3. Early Revenue,2. Prototype,4. Scaling,5. Growth,6. Pre-IPO","We invest in innovative funds & start-ups, thinking a lot about how each our two strategies provide benefits to the other.",VC,"$250,000","$5,000,000",https://www.linkedin.com/company/blue-wire-capital
Overlooked Ventures,https://www.overlookedventures.com/,"Columbus, OH, USA",USA,"2. Prototype,3. Early Revenue,4. Scaling","We invest in US-based early-stage companies with one or more historically ignored founder(s). Fund I is a $50MM pre-seed/seed-stage fund investing in 80-100 industry-agnostic startups in tech, tech-enabled, and D2C.",VC,"$150,000","$1,000,000",https://www.linkedin.com/company/overlooked-ventures/
Fontinalis Partners,http://fontinalis.com/,"1 Woodward Ave, Suite 1600, Detroit, MI 48226","USA,Israel,Canada","2. Prototype,3. Early Revenue,4. Scaling","We invest in companies whose technologies are advancing mobility, typically from seed to Series B. Themes of focus include automation, industrial and supply chain transformation, electrification and sustainability, and enabling deep tech.",VC,"$100,000","$5,000,000",https://www.linkedin.com/company/fontinalis-partners-llc
1982 Ventures,https://1982.vc/,"83 Clemenceau Avenue, Floor 2, Singapore 239920","Singapore,Indonesia,Vietnam,Philippines,Thailand,Malaysia,Cambodia,Bangladesh,Pakistan","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in seed stage ( first money ) fintech, regtech, insurtech, SaaS for finance, payments startups in Southeast Asia.",VC,"$100,000","$500,000",https://sg.linkedin.com/company/1982-ventures
Navigate Ventures,https://www.navigatevc.com/,"9800 Wilshire Blvd, Beverly Hills, California 90212, US","USA,Canada,UK","4. Scaling,5. Growth,3. Early Revenue","We invest in emerging B2B Enterprise SaaS & Internet companies between their Series A and Growth rounds, by extending their A rounds by $1 - $5mm.",VC,"$250,000","$2,000,000",https://www.linkedin.com/company/navigate-ventures-llc/
Chicago Ventures,http://chicagoventures.com/,"Chicago, Illinois, United States","USA,Canada","2. Prototype,3. Early Revenue,4. Scaling","We invest in overlooked teams. We believe enduring companies can be built anywhere, by anyone. We lead seed rounds before it’s obvious, and serve as active, operationally-involved partners during a company’s earliest days. We've funded toys, rebuilds, spin-outs, un-scalables, small TAMs, and unproven founders.",VC,"$500,000","$2,500,000",https://www.linkedin.com/company/chicago-ventures/
Shizen Capital,https://www.shizen.vc/,"1-17-1 Toranomon, Minato-ku. 105-6415 Tokyo, Japan",Japan,"2. Prototype,3. Early Revenue,1. Idea or Patent,4. Scaling","We invest in ambitious projects that endeavour to scale in Japan, both domestic and foreign. Our core investment thesis centers around the digital transformation of the enterprise. We are recovering entrepreneurs ourselves. ",VC,"$500,000","$5,000,000",https://www.linkedin.com/company/shizen
JME Ventures,https://jme.vc/,"Juan de Mena 8, 28014 Madrid, Spain",Spain,"3. Early Revenue,2. Prototype",We invest in Spain-based seed stage companies. ,VC,"$100,000","$3,000,000",https://www.linkedin.com/company/jme-venture-capital
Tech Square Ventures,https://techsquareventures.com/,"75 5th Street NW Suite 427, Atlanta, Georgia 30328, US",USA,3. Early Revenue,We invest in enterprise technology (b2b SaaS),VC,"$500,000","$2,000,000",https://www.linkedin.com/company/tech-square-ventures
CompanyFirst,http://companyfirst.com/,"625 W Adams 19th Floor, Chicago, IL 60661",USA,"3. Early Revenue,4. Scaling,5. Growth","We invest in emerging consumer products and brands (e.g. food, beverage, personal care, apparel, pet products, etc.) along with tech-enablement of the consumer buying process (e.g. DTC/e-commerce, retail, and supply chain innovation, etc.).  We invest in US-based companies with less than $10M of revenue (we do not have a ""minimum revenue"" but do not invest in pre-revenue companies).",VC,"$50,000","$500,000",https://www.linkedin.com/company/companyfirst
Coyote Ventures,https://www.coyote.ventures/,"San Francisco, CA, US",USA,"2. Prototype,3. Early Revenue","We invest in companies innovating in women’s health and wellness, in partnership with FemTech Focus.",VC,"$100,000","$250,000",https://www.linkedin.com/company/coyoteventures/
Black Jays Investments,https://www.blackjays.vc/,"35 9th Ave, New York, NY 10014",USA,"3. Early Revenue,2. Prototype","We invest across consumer tech, marketplaces, and creator tools. ",VC,"$50,000","$250,000",https://www.linkedin.com/company/blackjays
100X.VC,https://www.100x.vc,"91 springboard, Godrej & Boyce, Gate No.2, LBS Marg, Vikhroli West, Mumbai, Maharashtra 400079",India,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in all sectors focused on writing the first cheque in Indian pre-seed / seed-stage startups. ,VC,"$35,000","$35,000",https://www.linkedin.com/company/100x-vc/
Verso Capital,https://www.versocapital.co/,"28 Boulevard Royal, L 2449 Luxembourg","USA,UK,Canada,Luxembourg,Liechtenstein,Monaco,Switzerland,Singapore,Hong Kong,France,UAE,Saudi Arabia","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in game-changing technology companies that create meaningful impact for the majority of human beings. At Verso Capital, our main investment theses are in edtech, cleantech and foodtech. We are stage and country agnostic - yet we only invest if the founding team manages to ""blow our minds"".",VC,"$1,000,000","$5,000,000",https://www.linkedin.com/company/versocapital
Voima Ventures,https://voimaventures.com/,"Helsinki, Finland","Finland,Sweden,Norway,Denmark,Estonia,Latvia,Lithuania","2. Prototype,3. Early Revenue,4. Scaling,1. Idea or Patent",We invest in startups with strong deep tech and scientific background in the Nordics and Baltics.,VC,"$300,000","$1,000,000",https://www.linkedin.com/company/voima-ventures/
Semantic Ventures,https://www.semantic.vc/,"London, City of London EC2R 8DN, GB","UK,France,Spain,Germany,Sweden,Finland,Denmark,Italy,Norway,Russia,USA,Canada,Poland,Czech Republic,Ukraine,Portugal,Switzerland,Israel,Ireland,Belgium,Netherlands,Austria,Bulgaria,Croatia,Estonia,Greece,Iceland,Hungary,Lithuania,Romania,Serbia,Slovenia,Slovakia","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in new rails for data and the digital economy, including blockchain-based protocols and decentralized applications as well as software enablers.
",VC,"$250,000","$500,000",https://www.linkedin.com/company/semantic-ventures
Startup-O,https://www.startup-o.com/,"01-05, SULTAN LINK, 57, MOHAMED SULTAN ROAD,, SINGAPORE, Singapore 238997, SG","Australia,Canada,India,Malaysia,Singapore,Vietnam,Thailand,USA,UK,UAE,Philippines,New Zealand,Luxembourg,Indonesia","3. Early Revenue,4. Scaling","We invest in product-ready, early revenues tech-ventures, especially in B2B space. We are tech vertical agnostic but stage loyal. We invest in companies from any geography and are known as founder-friendly strategic investors given our networks and scaling expertise around the world and especially in Asia. ",VC,"$150,000","$500,000",https://www.linkedin.com/company/startup-o/
Square Peg,https://squarepegcap.com,"44a Foveaux St, 4, Surry Hills, New South Wales 2010, AU","Australia,Israel,Singapore,Indonesia,Vietnam,Malaysia","3. Early Revenue,4. Scaling,2. Prototype,5. Growth","We invest in exceptional founders across Australia, Israel and Southeast Asia ",VC,"$1,000,000","$15,000,000",https://www.linkedin.com/company/square-peg-capital/
FTTF,https://fttf.vc,"Kaufingerstr. 24, 80331 Munich",Germany,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in start-ups using Fraunhofer technology,VC,"$300,000","$1,250,000",https://www.linkedin.com/company/fttf/
500 Istanbul,https://istanbul.500.co/,"Eerste Weteringplantsoen 8, 1017 SK Amsterdam, the Netherlands","Turkey,Poland,Estonia,Latvia,Lithuania,Ukraine,Romania,Bulgaria,Slovenia,Greece,Slovakia,Hungary,Croatia,Bosnia-H,Montenegro,Albania,Serbia,North Macedonia,USA,UK","2. Prototype,3. Early Revenue","We invest in globally-focused seed stage startups with teams in Turkey, Eastern Europe and the Baltics.",VC,"$150,000","$1,000,000",https://www.linkedin.com/company/500-startups/
Upheaval Investments,https://upheavalinvestments.com/,"444 W Lake St, Chicago, Illinois US","USA,Canada,Germany,Israel,Brazil,Nigeria","3. Early Revenue,2. Prototype,4. Scaling,5. Growth",We invest in briliant teams solving meaninful problems through deep tech innovation.,VC,"$150,000","$2,000,000",https://www.linkedin.com/company/upheavalinv/
Cocoon Capital,https://cocooncap.com/,"1 North Bridge Road, 08-08, Singapore, Singapore 179094, SG","Singapore,Vietnam,Indonesia,Thailand,Philippines,Myanmar,Malaysia","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in B2B and Deep tech startups across Southeast Asia. We are industry agnostic, investing within the medtech, fintech, insurtech, and other deep tech verticals.",VC,"$300,000","$750,000",https://www.linkedin.com/company/cocoon-capital/
Acceleprise VC,https://acceleprise.vc/,"110 5th Ave, 5th Floor, New York, NY 10011, US","USA,Canada","2. Prototype,3. Early Revenue",We invest in pre-seed and seed stage B2B SaaS or B2B marketplace businesses. ,VC,"$100,000","$600,000",https://www.linkedin.com/company/acceleprise-san-francisco
Real Ventures,https://www.realventures.com/,"51 Sherbrooke St W, Montreal, Quebec H2X 1X2",Canada,"2. Prototype,3. Early Revenue,4. Scaling,1. Idea or Patent","We invest in daring entrepreneurs with the ambition to create successful, global companies.",VC,"$500,000","$4,000,000",https://www.linkedin.com/company/real-ventures/
Motorola Solutions Venture Capital,https://www.motorolasolutions.com/en_us/about/company-overview/ventures.html,"500 W. Monroe Street, Chicago, IL 60661, US","USA,Israel,Canada","3. Early Revenue,4. Scaling,5. Growth","We invest in startups transforming safety, security, and mission critical communications.",Corporate VC,"$1,000,000","$10,000,000",https://www.linkedin.com/company/motorolasolutions
TGFS Technologiegründerfonds Sachsen,https://www.cfh.de/tgfs-start/,"Hainstraße 4, 04109 Leipzig, Germany",Germany,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in startups and young companies in the high technology area headquartered or located in the State of Saxony / Germany. ,VC,"$100,000","$1,500,000",https://www.linkedin.com/company/tgfs/
Edison Partners (US),https://www.edisonpartners.com/,"281 Witherspoon Street, Suite 300, Princeton, NJ 08540, US",USA,"5. Growth,4. Scaling","We invest in high growth companies in enterprise solutions, financial technology, and healthcare IT sectors located outside Silicon Valley and generating $10 to $30 million in revenue.",PE fund,"$10,000,000","$30,000,000",https://www.linkedin.com/company/edison-partners/
Tomahawk.VC,https://www.tomahawk.vc/,"Pfäffikon, Schwyz 8808, CH","UK,Germany,Switzerland,Portugal,France,Austria,Belgium,Czech Republic,Croatia,Denmark,Estonia,Greece,Georgia,China,Sweden,Italy,Ukraine,Russia,Hungary,Finland,Norway,USA","3. Early Revenue,4. Scaling,5. Growth,2. Prototype",We invest in early stage FinTech and DeFi companies.,VC,"$300,000","$1,500,000",https://www.linkedin.com/company/tomahawk-vc/
Act Venture Capital,https://www.actventure.capital,"6 Richview Office Park, Dublin 14, Dublin 14, IE","Ireland,UK,Germany,Norway,Denmark,France,Spain,Sweden","2. Prototype,3. Early Revenue,4. Scaling",We invest in all sectors (sector-agnostic). Focused on Seed and Series A/B opportunities across Europe.,VC,"$100,000","$10,000,000",https://www.linkedin.com/company/act-venturecapital/
Partech Partners,https://partechpartners.com/,"33, Rue du Mail 75002 Paris","France,Germany,USA,Israel,Senegal,Morocco,Tunisia,Egypt,South Africa,UK,Spain,Italy,Netherlands,Czech Republic,Poland,Belgium,Greece,Denmark,Finland,Sweden,Norway,Nigeria,Niger,Angola,Benin,Ghana,Ethiopia,Uganda,Rwanda,Kenya,Côte d'Ivoire,Cameroon,Mali,Madagascar,Malawi,Mauritius,Mauritania,Austria,Botswana,Burkina Faso,Estonia,Lithuania,Latvia,Indonesia,Singapore,Thailand,South Korea","3. Early Revenue,4. Scaling,5. Growth,2. Prototype","We invest in Europe, Africa and South-East Asia and US-based startups from seed to late stage.",VC,"$200,000","$60,000,000",https://www.linkedin.com/company/partech
Capital Factory,https://www.capitalfactory.com/,"701 Brazos Street, Austin, TX 78701, US",USA,"3. Early Revenue,4. Scaling","We invest in Texas-based technology companies where we can add additional value through our help with customer, employee, and investor connections. ",VC,"$25,000","$250,000",https://www.linkedin.com/company/capital-factory
Capital Lab Ventures,https://capitallab.com.br/,"1 Ropemaker St, London EC2Y 9ST, Royaume-Uni","Brazil,UK,France,Switzerland,Sweden,Portugal,Estonia","3. Early Revenue,4. Scaling",We invest in deeptech Latam and Europe-based companies that will reshape the world in increasingly digital societies. ,VC,"$500,000","$3,000,000",https://www.linkedin.com/company/capitallab/
Jenson Funding Partners,https://jensonfundingpartners.com,"Runway East, 20 St Thomas Street, London, SE1 9RS.",UK,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth",We invest in early-stage to pre-Series A (SEIS & EIS) startups across all sectors. We start investing via our SEIS fund and can follow on funding via our EIS fund. ,VC,"$100,000","$500,000",https://www.linkedin.com/company/jenson-funding-partners
Illuminate Financial,https://illuminatefinancial.com/,"404 The Frames, Phipp Street, London, United Kingdom EC2A 4PS","USA,Canada,UK,Germany,Singapore,Israel","3. Early Revenue,4. Scaling,2. Prototype",We invest in founders who have built solutions that we believe will become key components powering financial services firms. We look for teams and businesses that are world-class with some demonstration of enterprise product-market-fit and will only invest if we believe we can make a meaningful positive difference to the company’s outcome. We are long-term partners and strive to be the hardest working investor in the cap table.,VC,"$500,000","$5,000,000",https://www.linkedin.com/company/illuminate-financial-management
DTCP Deutsche Telekom Capital Partners,https://www.dtcp.capital/,"Am Sandtorpark 2, Hamburg, HH 20457, DE","USA,Israel,Germany,France,UK,Spain,Austria,Netherlands,Denmark,Italy,Portugal,Poland,Czech Republic,Sweden,Norway,Belgium,Switzerland,Romania,Bulgaria,Estonia,Latvia,Lithuania,Finland","5. Growth,6. Pre-IPO",We invest in cloud-based enterprise SaaS and digital infrastructure,VC,,,https://www.linkedin.com/company/dtcp-capital/
Seed + Speed Ventures,https://www.seedandspeed.com/,"Poststrasse 21-22, 10178 Berlin, Germany","Germany,Switzerland,Austria","2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in pre-seed and seed stage software startups in Germany, Switzerland and Austria with a focus on b2b models.",Family office,"$60,000","$600,000",https://www.linkedin.com/company/seedandspeed/
